City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,syktyvkar,61.6764,50.8099,-3.15,86,75,2.0,RU,1698693524
83,hailey,43.5196,-114.3153,4.94,52,0,2.68,US,1698693524
84,kalifornsky,60.4183,-151.29,4.66,88,0,3.6,US,1698693525
85,tolanaro,-25.0319,46.9987,23.38,86,100,2.5,MG,1698693525
86,sibbo,60.3775,25.2691,1.16,93,40,2.57,FI,1698693525
87,fort bragg,35.139,-79.006,29.91,45,0,6.17,US,1698693526
88,bayanaul,50.7889,75.6956,7.64,77,100,4.47,KZ,1698693526
89,langepas,61.2544,75.2124,-10.95,94,53,2.38,RU,1698693526
90,south hedland,-20.4089,118.5983,24.96,88,82,3.09,AU,1698693526
91,new norfolk,-42.7826,147.0587,8.17,90,9,2.93,AU,1698693526
92,tiksi,71.6872,128.8694,-20.43,100,57,1.8,RU,1698693527
93,raduzhny,62.0961,77.475,-12.03,96,20,1.76,RU,1698693527
94,longyearbyen,78.2186,15.6401,0.91,69,75,4.63,SJ,1698693527
95,road town,18.4167,-64.6167,29.05,79,75,3.09,VG,1698693527
96,kailua-kona,19.6406,-155.9956,30.15,66,0,2.57,US,1698693527
97,chibougamau,49.9168,-74.3659,-2.21,86,100,3.6,CA,1698693528
98,fort st. john,56.2499,-120.8529,0.94,69,75,3.09,CA,1698693528
99,tokar,18.4254,37.729,29.96,65,22,4.8,SD,1698693528
100,guerrero negro,27.9769,-114.0611,25.26,32,0,2.54,MX,1698693528
101,udachny,66.4167,112.4,-20.41,100,99,1.46,RU,1698693528
102,iqaluit,63.7506,-68.5145,-11.15,72,75,9.26,CA,1698693528
103,nizao,18.25,-70.2,32.42,64,100,3.75,DO,1698693529
104,enewetak,11.3474,162.3373,28.69,78,100,8.7,MH,1698693529
105,dahanu,19.9667,72.7333,25.68,54,1,2.01,IN,1698693529
106,dalandzadgad,43.5708,104.425,6.42,65,2,2.14,MN,1698693529
107,avarua,-21.2078,-159.775,25.03,69,20,7.2,CK,1698693529
108,chui,-33.6971,-53.4616,15.48,87,100,6.89,UY,1698693530
109,bikenibeu village,1.3673,173.1241,24.98,94,100,0.0,KI,1698693530
110,calca,-13.3333,-71.95,26.64,54,96,4.47,PE,1698693530
111,presidencia roque saenz pena,-26.7852,-60.4388,32.29,39,0,3.98,AR,1698693530
112,scarborough,54.2797,-0.4044,9.81,91,100,1.34,GB,1698693246
113,lebu,-37.6167,-73.65,11.32,56,56,5.24,CL,1698693531
114,constantia,44.1833,28.65,14.38,72,0,4.15,RO,1698693341
115,ilulissat,69.2167,-51.1,4.01,48,0,6.69,GL,1698693531
116,nagqu,31.5,92.0,-6.31,89,100,1.71,CN,1698693531
117,nangong,37.3581,115.3744,16.2,43,61,3.18,CN,1698693531
118,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,6.69,EC,1698693531
119,antalaha,-14.9003,50.2788,23.14,90,78,1.95,MG,1698693532
120,atafu village,-8.5421,-172.5159,28.6,76,64,6.44,TK,1698693532
121,hadibu,12.65,54.0333,26.78,76,99,3.66,YE,1698693532
122,vorgashor,67.5833,63.95,-13.88,91,100,3.07,RU,1698693532
123,georgetown,5.4112,100.3354,27.75,89,20,2.06,MY,1698693522
124,zaragoza,41.6561,-0.8773,15.25,50,20,5.66,ES,1698693532
125,hobyo,5.3505,48.5268,25.96,81,100,4.13,SO,1698693533
126,banda aceh,5.5577,95.3222,25.74,84,100,1.69,ID,1698693533
127,cabinda,-5.55,12.2,26.17,87,18,3.88,AO,1698693533
128,tubarjal,30.4999,38.216,21.33,49,37,4.0,SA,1698693533
129,thunder bay,48.4001,-89.3168,0.99,40,100,5.14,CA,1698693533
130,sfax,34.7406,10.7603,28.08,69,20,4.63,TN,1698693534
131,tosontsengel,48.7567,98.2839,-6.12,91,99,0.67,MN,1698693534
132,jayapura,-2.5333,140.7,24.66,89,100,2.28,ID,1698693534
133,vernon,50.2581,-119.2691,5.42,48,59,0.51,CA,1698693534
134,yangshuo,24.7808,110.4897,17.91,84,100,0.55,CN,1698693534
135,lincoln,40.8,-96.667,6.12,36,0,3.09,US,1698693347
136,bilibino,68.0546,166.4372,-19.15,74,36,1.43,RU,1698693535
137,saipan,15.1355,145.701,28.39,83,100,5.14,MP,1698693535
138,gizo,-8.103,156.8419,27.01,81,100,2.11,SB,1698693535
139,buala,-8.145,159.5921,26.1,84,100,1.89,SB,1698693535
140,logrono,42.4667,-2.45,13.02,76,20,1.54,ES,1698693535
141,vilyuchinsk,52.9306,158.4028,0.52,81,74,2.91,RU,1698693536
142,sur,22.5667,59.5289,26.48,66,7,2.38,OM,1698693536
143,macapa,0.0389,-51.0664,33.99,46,40,5.66,BR,1698693536
144,saynshand,44.8824,110.1163,1.06,71,39,3.03,MN,1698693247
145,pervomayskoye,43.919,46.7102,13.58,75,7,4.47,RU,1698693537
146,olonkinbyen,70.9221,-8.7187,1.04,66,100,5.67,SJ,1698693537
147,nadi,-17.8,177.4167,24.0,83,20,2.06,FJ,1698693537
148,mariinsk,56.2139,87.7472,-5.48,81,100,4.99,RU,1698693537
149,east london,-33.0153,27.9116,15.3,76,25,6.96,ZA,1698693538
150,codrington,-38.2667,141.9667,9.26,61,51,7.37,AU,1698693538
151,kurumkan,54.3,110.3,-8.26,58,1,1.34,RU,1698693538
152,darnah,32.767,22.6367,22.33,81,27,6.04,LY,1698693538
153,kolonia town,6.964,158.206,26.0,94,100,1.54,FM,1698693538
154,egilsstadir,65.2653,-14.3948,-3.05,86,0,2.57,IS,1698693539
155,whitby,54.4877,-0.615,8.97,84,100,0.89,GB,1698693286
156,calilegua,-23.7737,-64.77,32.3,51,99,1.26,AR,1698693539
157,yengema,8.7167,-11.1667,22.98,88,97,0.81,SL,1698693539
158,cocal,-28.6167,-49.35,21.63,93,100,1.31,BR,1698693539
159,terrace,54.5163,-128.6035,-0.05,69,20,3.09,CA,1698693540
160,al bardiyah,31.7561,25.0865,22.02,75,100,3.18,LY,1698693540
161,chonchi,-42.6128,-73.8092,11.73,71,90,1.57,CL,1698693540
162,ozernyy,55.5802,32.4127,8.58,95,100,3.88,RU,1698693540
163,colonia,50.9333,6.95,13.75,91,75,3.09,DE,1698693345
164,bhanpura,24.513,75.7469,23.85,41,99,2.6,IN,1698693540
165,ust-nera,64.5667,143.2,-18.13,99,87,1.81,RU,1698693541
166,santa catarina pinula,14.5689,-90.4953,22.62,72,75,7.2,GT,1698693541
167,mezhdurechenskiy,59.6,65.9333,-8.22,95,75,2.62,RU,1698693541
168,usogorsk,63.4106,48.6872,-3.52,83,100,1.25,RU,1698693541
169,lonar,19.9833,76.5333,19.69,56,0,2.89,IN,1698693541
170,zouerate,22.7187,-12.4521,31.02,12,0,2.04,MR,1698693542
171,selfoss,63.9331,-20.9971,1.69,77,17,3.03,IS,1698693542
172,kayangel,8.0823,134.7173,28.33,75,23,3.58,PW,1698693542
173,namibe,-15.1961,12.1522,19.23,79,0,2.85,AO,1698693543
174,klyuchi,52.2667,79.1667,6.35,95,100,3.31,RU,1698693543
175,tazovsky,67.4667,78.7,-16.94,95,21,1.97,RU,1698693543
176,muhos,64.808,25.9931,-2.84,98,63,0.95,FI,1698693543
177,xintai,35.9006,117.7519,15.99,58,0,1.78,CN,1698693544
178,berdigestyakh,62.0989,126.6992,-25.01,100,100,1.07,RU,1698693544
179,zukowo,54.3422,18.3648,13.12,84,0,3.09,PL,1698693544
180,cadale,2.7603,46.3222,27.51,73,56,3.34,SO,1698693544
181,keflavik,64.0049,-22.5624,3.24,70,40,5.14,IS,1698693545
182,las tablas,7.7667,-80.2833,29.02,71,97,1.79,PA,1698693545
183,nuuk,64.1835,-51.7216,8.34,31,75,13.38,GL,1698693360
184,ajdabiya,30.7554,20.2263,22.34,69,0,3.99,LY,1698693545
185,guiuan,11.0333,125.7247,28.02,77,46,5.09,PH,1698693546
186,santa cruz,-17.8,-63.1667,34.03,49,75,12.86,BO,1698693546
187,the pas,53.8251,-101.2541,-4.99,58,100,7.2,CA,1698693443
188,saldanha,-33.0117,17.9442,17.98,47,0,7.73,ZA,1698693546
189,arkhangel'sk,64.5401,40.5433,-8.26,97,58,1.47,RU,1698693374
190,greenwood,34.1668,-82.1165,29.33,47,0,5.14,US,1698693547
191,chernyshevskiy,63.0128,112.4714,-25.35,99,99,1.31,RU,1698693547
192,kagal'nitskaya,46.8806,40.1466,13.79,68,71,3.26,RU,1698693548
193,dame-marie,18.5667,-74.4167,29.84,69,100,2.76,HT,1698693548
194,jamestown,42.097,-79.2353,6.77,96,100,4.63,US,1698693326
195,sanctuary point,-35.1114,150.629,22.64,51,5,2.67,AU,1698693549
196,heishan,41.6892,122.1128,10.39,72,10,3.15,CN,1698693549
197,rongelap,11.1635,166.8941,28.41,79,100,10.48,MH,1698693549
198,west end,26.6833,-78.9667,27.99,81,99,7.07,BS,1698693550
199,berezovyy,51.6667,135.7,-1.65,55,3,4.02,RU,1698693550
200,lucapa,-8.4192,20.7447,20.68,90,10,2.97,AO,1698693550
201,isafjordur,66.0755,-23.124,2.43,77,88,2.35,IS,1698693550
202,navirai,-23.065,-54.1906,29.96,62,47,6.25,BR,1698693377
203,hithadhoo,-0.6,73.0833,26.81,82,14,5.33,MV,1698693551
204,damulog,7.4836,124.9431,21.86,93,100,0.98,PH,1698693551
205,hami,42.8,93.45,11.13,41,16,0.39,CN,1698693552
206,kuching,1.55,110.3333,25.12,100,20,1.03,MY,1698693552
207,mocimboa,-11.3167,40.35,24.7,86,95,1.63,MZ,1698693552
208,yashkul',46.1711,45.3435,13.07,57,0,3.16,RU,1698693552
209,college,64.8569,-147.8028,-2.03,89,75,0.0,US,1698693553
210,terekli-mekteb,44.1671,45.8698,14.83,64,12,4.17,RU,1698693553
211,kununurra,-15.7667,128.7333,24.99,88,100,1.54,AU,1698693553
212,tonghae,37.5439,129.1069,13.42,72,9,2.93,KR,1698693553
213,haiku-pauwela,20.9219,-156.3051,27.87,67,0,4.12,US,1698693553
214,hawaiian paradise park,19.5933,-154.9731,27.73,87,100,0.89,US,1698693554
215,pesqueira,-8.3578,-36.6964,32.48,23,20,4.97,BR,1698693394
216,pisco,-13.7,-76.2167,24.03,60,72,8.75,PE,1698693554
217,ca mau,9.1769,105.15,24.82,95,97,2.02,VN,1698693554
218,pushkinskiye gory,57.0209,28.9103,6.89,97,100,2.93,RU,1698693555
219,huarmey,-10.0681,-78.1522,22.94,73,91,5.67,PE,1698693555
220,kapuskasing,49.4169,-82.4331,-0.95,55,40,5.14,CA,1698693555
221,sarupathar,26.1984,93.8094,20.65,92,97,0.43,IN,1698693555
222,kenai,60.5544,-151.2583,4.52,87,0,3.6,US,1698693556
223,revda,56.801,59.9303,-7.59,99,98,0.58,RU,1698693556
224,buenaventura,3.8801,-77.0312,28.34,78,93,2.1,CO,1698693556
225,seminole,28.7086,-81.2081,30.6,60,90,2.24,US,1698693410
226,sitia,35.2,26.0986,22.77,83,5,3.0,GR,1698693557
227,cockburn town,21.4612,-71.1419,28.75,78,99,4.55,TC,1698693557
228,beloyarskiy,63.7119,66.6722,-12.22,97,98,1.79,RU,1698693558
229,tughyl,47.7252,84.2063,8.93,94,100,6.78,KZ,1698693558
230,st. paul,44.9444,-93.0933,3.58,60,75,6.17,US,1698693460
231,madang,-5.2246,145.7966,23.26,96,100,1.42,PG,1698693558
232,rikaze,29.25,88.8833,3.23,49,5,1.42,CN,1698693559
233,copala,16.65,-98.9833,29.49,71,79,2.61,MX,1698693559
234,tralee,52.2704,-9.7026,9.06,91,4,1.97,IE,1698693559
235,kirakira,-10.4544,161.9205,26.29,86,100,4.17,SB,1698693560
236,saint-philippe,-21.3585,55.7679,23.77,83,17,4.37,RE,1698693560
237,margate,51.3813,1.3862,9.94,92,100,6.59,GB,1698693443
238,kiama,-34.6833,150.8667,22.78,49,93,2.52,AU,1698693560
239,uturoa,-16.7333,-151.4333,26.08,80,17,8.15,PF,1698693561
240,pangody,65.85,74.4859,-13.91,96,31,2.38,RU,1698693561
241,howard springs,-12.497,131.047,25.95,90,85,1.36,AU,1698693561
242,qingyuan,23.7,113.0333,20.99,83,100,2.11,CN,1698693492
243,beyneu,45.3167,55.2,9.02,74,1,4.37,KZ,1698693561
244,geraldton,-28.7667,114.6,12.23,82,0,4.12,AU,1698693562
245,manokwari,-0.8667,134.0833,25.35,83,100,0.58,ID,1698693562
246,invercargill,-46.4,168.35,7.23,96,100,0.89,NZ,1698693562
247,newman,37.3138,-121.0208,21.24,38,10,1.79,US,1698693562
248,palmer,42.1584,-72.3287,10.64,85,100,2.57,US,1698693327
249,merelani,-3.5618,36.979,22.73,77,99,5.02,TZ,1698693563
250,la puebla de montalban,39.863,-4.3592,14.73,71,0,6.94,ES,1698693563
251,grand falls-windsor,48.9332,-55.6649,4.72,52,100,3.48,CA,1698693563
252,mbaiki,3.8678,17.9892,24.1,86,12,1.32,CF,1698693563
253,vypasne,45.8756,34.1773,14.94,58,9,1.34,UA,1698693564
254,port macquarie,-31.4333,152.9167,13.27,63,99,3.0,AU,1698693564
255,serov,59.6033,60.5787,-5.92,96,100,1.4,RU,1698693564
256,magomeni,-6.8,39.25,25.26,89,100,3.27,TZ,1698693564
257,ixtapa,20.7,-105.2,31.24,70,0,4.63,MX,1698693565
258,karlshamn,56.1706,14.8619,9.27,93,18,4.9,SE,1698693565
259,glazov,58.1394,52.6584,-2.42,95,100,1.56,RU,1698693565
260,waingapu,-9.6567,120.2641,25.14,84,54,2.32,ID,1698693565
261,sarichioi,44.95,28.85,16.2,72,0,1.54,RO,1698693566
262,san patricio,28.017,-97.5169,11.04,64,96,9.29,US,1698693566
263,borca,47.1833,25.7667,8.65,63,100,2.33,RO,1698693566
264,namsos,64.4662,11.4957,-2.97,93,1,2.06,NO,1698693566
265,hereford,52.0568,-2.7148,11.11,91,72,1.5,GB,1698693566
266,stonehouse,51.75,-2.2833,11.2,88,0,1.03,GB,1698693567
267,kedainiai,55.2883,23.9747,9.26,93,52,2.81,LT,1698693567
268,nurmes,63.5421,29.1397,-6.16,93,63,1.27,FI,1698693567
269,bandon,51.7469,-8.7425,9.77,94,0,2.18,IE,1698693392
270,kuqa,41.7278,82.9364,13.77,33,11,0.53,CN,1698693568
271,vodnyy,63.5046,53.4095,-5.88,98,90,1.3,RU,1698693568
272,esquel,-42.9,-71.3167,4.3,73,100,0.91,AR,1698693445
273,nova sintra,14.8667,-24.7167,23.55,63,43,0.84,CV,1698693568
274,al ghayzah,16.2079,52.176,26.21,71,100,3.0,YE,1698693569
275,flin flon,54.7682,-101.865,-7.09,63,75,7.72,CA,1698693569
276,kodiak,57.79,-152.4072,7.73,93,100,4.12,US,1698693569
277,ayr,55.4627,-4.6339,6.84,75,20,4.12,GB,1698693570
278,heroica caborca,30.7167,-112.15,26.23,13,0,2.66,MX,1698693570
279,anadyr,64.75,177.4833,-0.72,100,75,7.0,RU,1698693570
280,betong,5.7743,101.0723,22.54,99,61,0.95,TH,1698693571
281,nili,33.7218,66.1302,13.35,26,7,1.05,AF,1698693571
282,tsiombe,-25.3,45.4833,22.85,78,100,2.95,MG,1698693571
283,sorong,-0.8833,131.25,25.94,83,17,1.28,ID,1698693571
284,badger,64.8,-147.5333,-2.07,91,75,0.0,US,1698693572
285,ulladulla,-35.35,150.4667,16.54,51,4,2.61,AU,1698693572
286,pula,44.8683,13.8481,20.31,77,20,6.69,HR,1698693572
287,kovalam,8.3667,76.9967,28.05,83,75,0.0,IN,1698693573
288,st. john's,47.5649,-52.7093,5.99,51,100,5.14,CA,1698693573
289,cooma,-36.2333,149.1333,7.29,66,0,3.74,AU,1698693573
290,susuman,62.7833,148.1667,-16.68,97,87,0.45,RU,1698693573
291,usinsk,65.9939,57.5281,-8.85,81,100,3.13,RU,1698693574
292,sidney,-33.8679,151.2073,26.69,26,0,9.77,AU,1698693506
293,bhamo,24.2667,97.2333,20.85,73,14,0.52,MM,1698693574
294,hauterive,46.0901,3.4459,13.42,84,97,2.92,FR,1698693575
295,sumbawa besar,-8.5,117.4333,23.15,86,66,1.78,ID,1698693575
296,hermanus,-34.4187,19.2345,15.03,73,0,11.24,ZA,1698693575
297,vilyuysk,63.7553,121.6247,-15.0,96,98,1.79,RU,1698693576
298,lihue,21.9789,-159.3672,26.31,77,20,1.54,US,1698693576
299,fale old settlement,-9.3852,-171.2468,28.77,75,14,7.02,TK,1698693576
300,mejit,10.2753,170.8646,28.24,82,100,8.7,MH,1698693577
301,barclayville,4.6797,-8.2339,26.07,83,70,2.32,LR,1698693577
302,issoire,45.55,3.25,12.59,79,100,2.51,FR,1698693577
303,choyr,46.3611,108.3611,-4.28,83,10,2.4,MN,1698693577
304,kromy,52.6876,35.7667,10.36,81,100,6.75,RU,1698693578
305,buka,40.8108,69.1986,18.92,38,100,1.53,UZ,1698693578
306,namtsy,62.7161,129.6658,-15.92,96,100,2.49,RU,1698693578
307,qujing,25.4833,103.7833,11.47,94,100,1.36,CN,1698693578
308,san angelo,31.4638,-100.437,6.08,57,100,6.69,US,1698693160
309,jakobstad,63.6749,22.7026,-2.26,91,46,2.68,FI,1698693579
310,kone,-21.0595,164.8658,20.1,73,99,1.94,NC,1698693579
311,hovd,48.0056,91.6419,4.6,56,100,2.78,MN,1698693579
312,howrah,22.5892,88.3103,25.0,78,60,0.0,IN,1698693580
313,mahebourg,-20.4081,57.7,25.7,83,40,3.6,MU,1698693580
314,mart'vili,42.4144,42.3792,21.03,56,8,6.24,GE,1698693497
315,prince george,53.9166,-122.753,2.69,48,100,4.12,CA,1698693489
316,holualoa,19.6228,-155.9522,28.08,66,0,2.57,US,1698693585
317,bamboo flat,11.7,92.7167,27.69,79,95,2.7,IN,1698693585
318,tazacorte,28.629,-17.9293,25.54,93,40,1.03,ES,1698693585
319,togur,58.3631,82.8265,-9.92,90,17,3.58,RU,1698693585
320,holyhead,53.3062,-4.6321,11.96,93,100,3.6,GB,1698693585
321,cidade velha,14.9167,-23.6167,27.26,69,75,5.14,CV,1698693586
322,rio grande,-32.035,-52.0986,21.06,86,100,3.7,BR,1698693586
323,happy valley-goose bay,53.3168,-60.3315,1.17,40,75,7.72,CA,1698693310
324,garoua,9.3,13.4,28.71,59,99,2.35,CM,1698693586
325,gamba,-2.65,10.0,25.55,90,100,3.16,GA,1698693586
326,luganville,-15.5333,167.1667,25.35,87,96,4.27,VU,1698693586
327,taoudenni,22.6783,-3.9836,33.55,9,68,1.79,ML,1698693587
328,touros,-5.1989,-35.4608,27.25,63,4,7.22,BR,1698693587
329,san antonio de pale,-1.4014,5.6325,26.61,83,100,4.99,GQ,1698693587
330,tual,-5.6667,132.75,27.57,79,100,5.04,ID,1698693587
331,el nido,11.1858,119.3956,27.79,77,100,2.65,PH,1698693587
332,pacific grove,36.6177,-121.9166,23.83,22,0,2.06,US,1698693587
333,kassala,15.451,36.4,32.07,39,13,5.22,SD,1698693588
334,mount isa,-20.7333,139.5,21.87,68,61,1.54,AU,1698693588
335,choibalsan,48.0667,114.5,-5.92,96,91,4.23,MN,1698693588
336,saveh,35.0213,50.3566,18.7,45,100,4.02,IR,1698693588
337,kili,5.6439,169.1211,28.43,76,100,4.47,MH,1698693588
338,labrador city,52.9463,-66.9114,-2.05,43,40,2.06,CA,1698693313
339,mitsamiouli,-11.3847,43.2844,26.81,79,11,2.4,KM,1698693589
340,faro,37.0194,-7.9322,18.88,63,20,3.09,PT,1698693589
341,warrnambool,-38.3833,142.4833,9.64,63,56,8.32,AU,1698693589
342,bozhou,33.8772,115.7703,18.11,57,0,3.29,CN,1698693589
343,guatrache,-37.6678,-63.5302,18.64,14,22,5.0,AR,1698693589
344,minas de marcona,-15.2119,-75.1103,21.79,51,10,8.13,PE,1698693590
345,novoishimskiy,53.1981,66.7694,1.34,99,100,4.51,KZ,1698693590
346,alice springs,-23.7,133.8833,16.75,20,100,0.0,AU,1698693561
347,mahina,-17.5065,-149.489,28.87,70,20,1.54,PF,1698693590
348,sant lluis,39.8526,4.2594,20.22,83,20,8.23,ES,1698693590
349,cidreira,-30.1811,-50.2056,19.9,97,100,3.84,BR,1698693591
350,aksehir,38.3575,31.4164,17.38,42,100,0.99,TR,1698693591
351,talnakh,69.4865,88.3972,-17.11,94,100,2.42,RU,1698693591
352,chokwe,-24.5333,32.9833,16.44,70,100,5.13,MZ,1698693591
353,archangelos,36.2149,28.1149,21.84,83,16,0.99,GR,1698693591
354,la passe,45.5549,-0.8967,14.43,80,21,8.76,FR,1698693592
355,bonthe,7.5264,-12.505,26.89,80,78,3.23,SL,1698693592
356,shenkursk,62.1091,42.896,-4.12,74,100,1.58,RU,1698693592
357,maintirano,-18.0667,44.0167,25.84,73,6,6.75,MG,1698693592
358,al majaridah,19.1236,41.9111,28.03,62,41,1.36,SA,1698693592
359,sao joao da barra,-21.6403,-41.0511,31.05,85,100,7.46,BR,1698693593
360,taichung,24.1469,120.6839,23.6,85,40,2.57,TW,1698693593
361,alaghsas,17.0187,8.0168,30.16,10,100,5.04,NE,1698693593
362,kavaratti,10.5669,72.642,27.98,70,99,0.71,IN,1698693593
363,ta`u,-14.2336,-169.5144,26.86,82,47,12.03,AS,1698693594
364,nizhniy kuranakh,58.8353,125.4869,-19.94,98,41,1.66,RU,1698693594
365,flying fish cove,-10.4217,105.6791,25.82,88,75,4.63,CX,1698693594
366,lubango,-14.9172,13.4925,19.34,46,0,2.27,AO,1698693594
